nombre,provincia,valor,year
secundaria,Tucumán,1016875184.0,2011
sin_discriminar,Tucumán,209444216.0,2011
snu,Tucumán,102926813.0,2011
inicial+primaria,Tucumán,1662916582.0,2012
privada,Tucumán,386614209.0,2012
secundaria,Tucumán,1397905998.0,2012
sin_discriminar,Tucumán,274163286.0,2012
snu,Tucumán,132362608.0,2012
inicial+primaria,Tucumán,2177812611.0,2013
privada,Tucumán,448040238.0,2013
secundaria,Tucumán,2088685180.0,2013
sin_discriminar,Tucumán,420091994.0,2013
snu,Tucumán,154080455.0,2013
inicial+primaria,Tucumán,2733981670.0,2014
privada,Tucumán,597862799.0,2014
secundaria,Tucumán,2540046806.0,2014
sin_discriminar,Tucumán,361623189.0,2014
snu,Tucumán,201411001.0,2014
inicial+primaria,Tucumán,3528359239.0,2015
privada,Tucumán,761934532.0,2015
secundaria,Tucumán,3312075290.0,2015
sin_discriminar,Tucumán,742815604.0,2015
snu,Tucumán,269528487.0,2015
inicial+primaria,Tucumán,4802625581.0,2016
privada,Tucumán,1051854502.0,2016
secundaria,Tucumán,4384858701.0,2016
sin_discriminar,Tucumán,764997672.0,2016
snu,Tucumán,368130486.0,2016
inicial+primaria,Ciudad de Buenos Aires,2443821529.0,2011
privada,Ciudad de Buenos Aires,1226439526.0,2011
secundaria,Ciudad de Buenos Aires,1556320972.0,2011
sin_discriminar,Ciudad de Buenos Aires,1339358638.0,2011
snu,Ciudad de Buenos Aires,517469646.0,2011
inicial+primaria,Ciudad de Buenos Aires,2803039750.0,2012
privada,Ciudad de Buenos Aires,1554507951.0,2012
secundaria,Ciudad de Buenos Aires,1860083352.0,2012
sin_discriminar,Ciudad de Buenos Aires,1842211299.0,2012
snu,Ciudad de Buenos Aires,614299167.0,2012
inicial+primaria,Ciudad de Buenos Aires,3827680033.0,2013
privada,Ciudad de Buenos Aires,1835966955.0,2013
secundaria,Ciudad de Buenos Aires,2539723652.0,2013
sin_discriminar,Ciudad de Buenos Aires,2149083507.0,2013
snu,Ciudad de Buenos Aires,684427467.0,2013
inicial+primaria,Ciudad de Buenos Aires,5133143932.0,2014
privada,Ciudad de Buenos Aires,2481853432.0,2014
secundaria,Ciudad de Buenos Aires,3785708790.0,2014
sin_discriminar,Ciudad de Buenos Aires,2441881196.0,2014
snu,Ciudad de Buenos Aires,1016117183.0,2014
inicial+primaria,Ciudad de Buenos Aires,6768935372.0,2015
privada,Ciudad de Buenos Aires,3303726200.0,2015
secundaria,Ciudad de Buenos Aires,4723614790.0,2015
sin_discriminar,Ciudad de Buenos Aires,2919377302.0,2015
snu,Ciudad de Buenos Aires,1297730597.0,2015
inicial+primaria,Ciudad de Buenos Aires,9998134731.0,2016
privada,Ciudad de Buenos Aires,4538418364.0,2016
secundaria,Ciudad de Buenos Aires,6717432163.0,2016
sin_discriminar,Ciudad de Buenos Aires,3757316664.0,2016
snu,Ciudad de Buenos Aires,1811916129.0,2016
