nombre,provincia,valor,year
transferencias_educacion_privada,Jujuy,254333000.0,2014
transferencias_otras,Jujuy,10864540.0,2014
bienes_y_servicios_no_personales,Jujuy,51603222.53,2015
erogacion_de_capital,Jujuy,246195951.194444,2015
personal,Jujuy,5338434134.54,2015
transferencias_educacion_privada,Jujuy,361549990.73,2015
transferencias_otras,Jujuy,21014920.0,2015
bienes_y_servicios_no_personales,Jujuy,13197540.24,2016
erogacion_de_capital,Jujuy,177703748.941746,2016
personal,Jujuy,6843710000.0,2016
transferencias_educacion_privada,Jujuy,408980000.0,2016
transferencias_otras,Jujuy,14216760.0,2016
bienes_y_servicios_no_personales,Tierra del Fuego,20281804.85,2011
erogacion_de_capital,Tierra del Fuego,46884337.7920408,2011
personal,Tierra del Fuego,860770920.770001,2011
transferencias_educacion_privada,Tierra del Fuego,65288649.99,2011
transferencias_otras,Tierra del Fuego,176300.0,2011
bienes_y_servicios_no_personales,Tierra del Fuego,31483968.9151,2012
erogacion_de_capital,Tierra del Fuego,47114990.144074,2012
personal,Tierra del Fuego,1076853356.78,2012
transferencias_educacion_privada,Tierra del Fuego,81378782.34,2012
transferencias_otras,Tierra del Fuego,5919972.1,2012
bienes_y_servicios_no_personales,Tierra del Fuego,49045074.4,2013
erogacion_de_capital,Tierra del Fuego,66044489.925,2013
personal,Tierra del Fuego,1459915447.0,2013
transferencias_educacion_privada,Tierra del Fuego,107150982.0,2013
transferencias_otras,Tierra del Fuego,5540928.0,2013
bienes_y_servicios_no_personales,Tierra del Fuego,66418734.8859,2014
erogacion_de_capital,Tierra del Fuego,112756821.1804,2014
personal,Tierra del Fuego,2146746764.71999,2014
transferencias_educacion_privada,Tierra del Fuego,163223091.05,2014
transferencias_otras,Tierra del Fuego,5379070.66,2014
bienes_y_servicios_no_personales,Tierra del Fuego,73105217.9963997,2015
erogacion_de_capital,Tierra del Fuego,145806080.58623,2015
personal,Tierra del Fuego,2876119733.56,2015
transferencias_educacion_privada,Tierra del Fuego,208396476.69,2015
transferencias_otras,Tierra del Fuego,8169009.84,2015
bienes_y_servicios_no_personales,Tierra del Fuego,83557753.1581,2016
erogacion_de_capital,Tierra del Fuego,136789569.877692,2016
personal,Tierra del Fuego,3763605370.03,2016
transferencias_educacion_privada,Tierra del Fuego,300550356.29,2016
transferencias_otras,Tierra del Fuego,1229512.83,2016
bienes_y_servicios_no_personales,Neuquén,167861930.08,2011
erogacion_de_capital,Neuquén,78090686.4040817,2011
personal,Neuquén,2143198713.6824,2011
transferencias_educacion_privada,Neuquén,122737471.9376,2011
transferencias_otras,Neuquén,8055319.92,2011
bienes_y_servicios_no_personales,Neuquén,220890138.63,2012
erogacion_de_capital,Neuquén,107508054.944074,2012
personal,Neuquén,2750382202.6755,2012
transferencias_educacion_privada,Neuquén,157499072.5645,2012
transferencias_otras,Neuquén,15565839.24,2012
bienes_y_servicios_no_personales,Neuquén,261124979.7,2013
erogacion_de_capital,Neuquén,150133470.98,2013
personal,Neuquén,3366351369.1914,2013
transferencias_educacion_privada,Neuquén,191450654.3786,2013
transferencias_otras,Neuquén,2750386.9,2013
bienes_y_servicios_no_personales,Neuquén,425244807.2,2014
erogacion_de_capital,Neuquén,201309790.895,2014
personal,Neuquén,4964198051.5777,2014
transferencias_educacion_privada,Neuquén,277823265.8223,2014
transferencias_otras,Neuquén,27007965.02,2014
bienes_y_servicios_no_personales,Neuquén,573408563.76,2015
erogacion_de_capital,Neuquén,350633363.231746,2015
personal,Neuquén,7730175462.5492,2015
transferencias_educacion_privada,Neuquén,410063654.3608,2015
transferencias_otras,Neuquén,39260268.76,2015
bienes_y_servicios_no_personales,Neuquén,681608839.66,2016
erogacion_de_capital,Neuquén,296869991.271746,2016
personal,Neuquén,10443305452.9812,2016
transferencias_educacion_privada,Neuquén,539804981.9488,2016
transferencias_otras,Neuquén,40233556.16,2016
bienes_y_servicios_no_personales,Entre Ríos,72850622.85,2011
erogacion_de_capital,Entre Ríos,357412163.857806,2011
personal,Entre Ríos,2378340480.75,2011
transferencias_educacion_privada,Entre Ríos,478898565.596619,2011
transferencias_otras,Entre Ríos,7820978.41,2011
bienes_y_servicios_no_personales,Entre Ríos,91006741.52,2012
